Entry,RecordType,Data,SourceFolders
sgtm.splunk.com,1,34.149.224.134,rotation-2026-03-08-claude
shell.cdn.office.net,1,23.220.228.79,rotation-2026-02-25
shell.cdn.office.net,5,e19254.dscg.akamaiedge.net,rotation-2026-02-25
shell.cdn.office.net,5,shell.cdn.office.net-c.edgekey.net,rotation-2026-02-25
shell.cdn.office.net,5,shell.cdn.office.net-c.edgekey.net.globalredir.akadns.net,rotation-2026-02-25
shftr.adnxs.net,,43.250.0.64,rotation-0; rotation-1
shftr.adnxs.net,,xandr-shftr.trafficmanager.net,rotation-0; rotation-1
signaler-pa.clients6.google.com,,142.250.204.42,rotation-0
signaler-pa.clients6.google.com,1,142.250.196.202,rotation-0; rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
signaler-pa.clients6.google.com,1,142.250.198.74,rotation-1; rotation-2026-02-22-chrome; rotation-2026-03-08-claude
signaler-pa.clients6.google.com,1,142.250.204.42,rotation-1; rotation-2026-02-25
signaler-pa.clients6.google.com,1,142.250.4.95,rotation-2026-02-13
signaler-pa.clients6.google.com,1,142.250.66.74,rotation-1
signaler-pa.clients6.google.com,1,142.250.77.10,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
signaler-pa.clients6.google.com,1,142.251.10.95,rotation-2026-02-13
signaler-pa.clients6.google.com,1,142.251.12.95,rotation-2026-02-13
signaler-pa.clients6.google.com,1,64.233.170.95,rotation-2026-02-13
signaler-pa.clients6.google.com,1,74.125.24.95,rotation-2026-02-13
signaler-pa.clients6.google.com,1,74.125.68.95,rotation-2026-02-13
signin.104.com.tw,1,3.169.121.104,rotation-2026-02-25
signin.104.com.tw,1,3.169.121.122,rotation-2026-02-25
signin.104.com.tw,1,3.169.121.124,rotation-2026-02-25
signin.104.com.tw,1,3.169.121.26,rotation-2026-02-25
signin.104.com.tw,1,3.175.207.105,rotation-2026-02-25
signin.104.com.tw,1,3.175.207.113,rotation-2026-02-25
signin.104.com.tw,1,3.175.207.52,rotation-2026-02-25
signin.104.com.tw,1,3.175.207.58,rotation-2026-02-25
signin.104.com.tw,5,d2jqjd8w0far9z.cloudfront.net,rotation-2026-02-25
simage2.pubmatic.com,1,207.65.33.82,rotation-2026-02-25
simage2.pubmatic.com,5,pug-sin12.pubmnet.com,rotation-2026-02-25
simage2.pubmatic.com,5,simage2v2.pubmnet.com,rotation-2026-02-25
sinnature.github.io,1,185.199.108.153,rotation-1
sinnature.github.io,1,185.199.109.153,rotation-1
sinnature.github.io,1,185.199.110.153,rotation-1
sinnature.github.io,1,185.199.111.153,rotation-1
skywork.ai,1,47.253.88.145,rotation-2026-02-25
skywork.ai,1,8.221.117.139,rotation-2026-02-25
skywork.ai,5,alb-a5jrt0faw4mx9lq0vz.us-east-1.alb.aliyuncsslbintl.com,rotation-2026-02-25
snap.licdn.com,1,203.69.81.41,rotation-2026-02-25
snap.licdn.com,1,203.69.81.48,rotation-2026-02-25
snap.licdn.com,5,a1916.dscg2.akamai.net,rotation-2026-02-25
snap.licdn.com,5,od.linkedin.edgesuite.net,rotation-2026-02-25
srtb.msn.com,,204.79.197.203,rotation-0; rotation-1
srtb.msn.com,,a-0003.a-msedge.net,rotation-0; rotation-1
srtb.msn.com,,srtb-msn-com-profile.trafficmanager.net,rotation-0; rotation-1
srtb.msn.com,,www-msn-com.a-0003.a-msedge.net,rotation-0; rotation-1
srv.buysellads.com,,152.42.150.143,rotation-0; rotation-1
srv.buysellads.com,,157.230.69.73,rotation-0; rotation-1
srv.buysellads.com,,188.166.199.38,rotation-0; rotation-1
ssl.google-analytics.com,,142.250.77.8,rotation-0; rotation-1
ssl.google-analytics.com,1,142.250.198.72,rotation-1
ssl.google-analytics.com,1,142.250.204.40,rotation-1
ssl.google-analytics.com,1,172.217.194.97,rotation-2026-02-13
ssl.google-analytics.com,1,172.253.118.97,rotation-2026-02-13
ssl.google-analytics.com,1,74.125.200.97,rotation-2026-02-13
ssl.gstatic.com,1,142.250.196.195,rotation-1; rotation-2026-02-25
ssl.gstatic.com,1,142.250.198.67,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
ssl.gstatic.com,1,142.250.204.35,rotation-1; rotation-2026-02-22-chrome; rotation-2026-02-25
ssl.gstatic.com,1,142.250.66.67,rotation-2026-02-25
ssl.gstatic.com,1,142.251.12.94,rotation-2026-02-13
ssl.gstatic.com,1,172.217.194.94,rotation-2026-02-13
ssl.gstatic.com,1,172.253.118.94,rotation-2026-02-13
ssl.gstatic.com,1,64.233.170.94,rotation-2026-02-13
ssl.gstatic.com,1,74.125.68.94,rotation-2026-02-13
sslwidget.criteo.com,1,182.161.73.175,rotation-2026-02-25
sslwidget.criteo.com,5,in-ftd-275.sg1.vip.prod.criteo.com,rotation-2026-02-25
stackpath.bootstrapcdn.com,1,104.18.10.207,rotation-2026-02-25
stackpath.bootstrapcdn.com,1,104.18.11.207,rotation-2026-02-25
static-cdn.pchome.tw,1,35.186.196.228,rotation-2026-02-25
static-s3.skyworkcdn.com,1,13.35.186.102,rotation-2026-02-25
static-s3.skyworkcdn.com,1,13.35.186.28,rotation-2026-02-25
static-s3.skyworkcdn.com,1,13.35.186.32,rotation-2026-02-25
static-s3.skyworkcdn.com,1,13.35.186.8,rotation-2026-02-25
static-s3.skyworkcdn.com,5,d2lrntdt322oup.cloudfront.net,rotation-2026-02-25
static.104.com.tw,1,122.147.53.29,rotation-2026-02-25
static.104.com.tw,1,202.8.14.29,rotation-2026-02-25
static.ads-twitter.com,1,146.75.112.157,rotation-2026-02-25
static.ads-twitter.com,5,platform.twitter.map.fastly.net,rotation-2026-02-25
static.canva.com,1,104.16.102.112,rotation-2026-02-25
static.canva.com,1,104.16.103.112,rotation-2026-02-25
static.canva.com,5,static.canva.com.cdn.cloudflare.net,rotation-2026-02-25
static.cloudflareinsights.com,,104.16.79.73,rotation-0
static.cloudflareinsights.com,,104.16.80.73,rotation-0
static.cloudflareinsights.com,1,104.16.79.73,rotation-1; rotation-2026-02-13; rotation-2026-02-25
static.cloudflareinsights.com,1,104.16.80.73,rotation-1; rotation-2026-02-13; rotation-2026-02-25
static.doubleclick.net,1,142.250.198.70,rotation-2026-02-25
static.doubleclick.net,1,142.250.77.6,rotation-2026-02-22-chrome; rotation-2026-02-25
static.hotjar.com,1,3.169.55.15,rotation-2026-02-25
static.hotjar.com,1,3.169.55.47,rotation-2026-02-25
static.hotjar.com,1,3.169.55.67,rotation-2026-02-25
static.hotjar.com,1,3.169.55.92,rotation-2026-02-25
static.hotjar.com,5,static-cdn.hotjar.com,rotation-2026-02-25
static.profile.104.com.tw,1,3.169.36.105,rotation-2026-02-25
static.profile.104.com.tw,1,3.169.36.127,rotation-2026-02-25
static.profile.104.com.tw,1,3.169.36.45,rotation-2026-02-25
static.profile.104.com.tw,1,3.169.36.81,rotation-2026-02-25
static.scarabresearch.com,1,3.169.36.120,rotation-2026-02-25
static.scarabresearch.com,1,3.169.36.35,rotation-2026-02-25
static.scarabresearch.com,1,3.169.36.66,rotation-2026-02-25
static.scarabresearch.com,1,3.169.36.82,rotation-2026-02-25
static.site24x7rum.com,1,3.169.121.107,rotation-2026-02-13
static.site24x7rum.com,1,3.169.121.109,rotation-2026-02-13
static.site24x7rum.com,1,3.169.121.44,rotation-2026-02-13
static.site24x7rum.com,1,3.169.121.97,rotation-2026-02-13
static.site24x7rum.com,1,65.8.76.127,rotation-2026-02-13
static.site24x7rum.com,1,65.8.76.50,rotation-2026-02-13
static.site24x7rum.com,1,65.8.76.66,rotation-2026-02-13
static.site24x7rum.com,1,65.8.76.9,rotation-2026-02-13
static.site24x7rum.com,5,d3b9fuonx7f4jt.cloudfront.net,rotation-2026-02-13
static.xx.fbcdn.net,1,157.240.15.13,rotation-2026-02-13
static.xx.fbcdn.net,1,163.70.159.13,rotation-2026-02-25
static.xx.fbcdn.net,1,31.13.87.5,rotation-2026-02-25
static.xx.fbcdn.net,5,scontent.xx.fbcdn.net,rotation-2026-02-13; rotation-2026-02-25
static.zdassets.com,1,216.198.53.3,rotation-2026-02-13
static.zdassets.com,1,216.198.54.3,rotation-2026-02-13
stats.g.doubleclick.net,1,108.177.125.154,rotation-2026-02-25
stats.g.doubleclick.net,1,108.177.125.156,rotation-2026-02-25
stats.g.doubleclick.net,1,142.251.170.156,rotation-2026-02-25
stats.g.doubleclick.net,1,142.251.170.157,rotation-2026-02-25
stats.g.doubleclick.net,1,74.125.203.155,rotation-1
stats.g.doubleclick.net,1,74.125.203.156,rotation-1
stats.g.doubleclick.net,1,74.125.204.154,rotation-2026-02-25
stats.g.doubleclick.net,1,74.125.204.155,rotation-2026-02-25
stats.g.doubleclick.net,1,74.125.204.156,rotation-2026-02-25
stats.g.doubleclick.net,1,74.125.204.157,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.10,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.11,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.12,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.13,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.14,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.15,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.212,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.8,rotation-2026-02-25
stats.skywork.ai,1,47.252.97.9,rotation-2026-02-25
stats.skywork.ai,5,us-tiangong-tracedata.us-east-1.log.aliyuncs.com,rotation-2026-02-25
status.discord.com,1,162.159.128.233,rotation-2026-02-13; rotation-2026-02-25
status.discord.com,1,162.159.135.232,rotation-2026-02-13; rotation-2026-02-25
status.discord.com,1,162.159.136.232,rotation-2026-02-13; rotation-2026-02-25
status.discord.com,1,162.159.137.232,rotation-2026-02-13; rotation-2026-02-25
status.discord.com,1,162.159.138.232,rotation-2026-02-13; rotation-2026-02-25
storage-asset.msi.com,1,203.69.138.230,rotation-2026-02-25
storage-asset.msi.com,5,a1466.dscd.akamai.net,rotation-2026-02-25
storage-asset.msi.com,5,cn-dl-san.msi.akamaized.net,rotation-2026-02-25
storage-asset.msi.com,5,cn-dl-san.msi.akamaized.net.globalredir.akadns88.net,rotation-2026-02-25
storage.googleapis.com,1,142.250.196.219,rotation-1
storage.googleapis.com,1,142.250.198.91,rotation-1
storage.googleapis.com,1,142.250.204.59,rotation-1
storage.googleapis.com,1,142.250.66.91,rotation-1
storage.live.com,1,20.135.1.1,rotation-2026-02-25
storage.live.com,5,common-geo.ha.1drv.com,rotation-2026-02-25
storage.live.com,5,common-geo.onedrive.trafficmanager.net,rotation-2026-02-25
storage.live.com,5,dsm04pcor002-com.be.1drv.com,rotation-2026-02-25
storage.live.com,5,i-dsm04p-cor002.api.p001.1drv.com,rotation-2026-02-25
subscriptionsfirstparty-pa.clients6.google.com,1,142.250.198.74,rotation-2026-02-13
subscriptionsfirstparty-pa.clients6.google.com,1,142.250.66.74,rotation-1; rotation-2026-02-13
substrate.office.com,1,40.104.20.34,rotation-2026-02-25
substrate.office.com,1,40.104.20.50,rotation-2026-02-25
substrate.office.com,1,40.104.21.34,rotation-2026-02-25
substrate.office.com,1,40.104.21.66,rotation-2026-02-25
substrate.office.com,5,TPE-efz.ms-acdc.office.com,rotation-2026-02-25
substrate.office.com,5,ooc-g2.tm-4.office.com,rotation-2026-02-25
substrate.office.com,5,outlook.ms-acdc.office.com,rotation-2026-02-25
substrate.office.com,5,outlook.office365.com,rotation-2026-02-25
support.google.com,1,142.250.66.78,rotation-2026-03-08-claude
sync-t1.taboola.com,1,141.226.231.48,rotation-2026-02-25
sync-t1.taboola.com,5,hk-vip001.taboola.com,rotation-2026-02-25
sync.outbrain.com,1,172.179.183.99,rotation-2026-02-25
sync.outbrain.com,5,alldcs.outbrain.org,rotation-2026-02-25
sync.outbrain.com,5,wndc1.outbrain.org,rotation-2026-02-25
syndicatedsearch.goog,,142.250.198.78,rotation-0
syndicatedsearch.goog,1,142.250.198.78,rotation-1
t.co,1,162.159.140.229,rotation-2026-02-25
t.co,1,172.66.0.227,rotation-2026-02-25
t.visitorqueue.com,1,34.250.250.51,rotation-2026-02-25
t.visitorqueue.com,1,54.171.17.133,rotation-2026-02-25
t.visitorqueue.com,1,54.228.42.82,rotation-2026-02-25
tags.creativecdn.com,1,178.249.213.27,rotation-2026-02-25
tags.creativecdn.com,1,178.249.213.3,rotation-2026-02-25
tags.creativecdn.com,1,95.173.204.16,rotation-2026-02-25
tags.creativecdn.com,1,95.173.204.19,rotation-2026-02-25
tags.creativecdn.com,1,95.173.204.21,rotation-2026-02-25
tags.creativecdn.com,1,95.173.204.24,rotation-2026-02-25
tags.creativecdn.com,5,1589314308.rsc.cdn77.org,rotation-2026-02-25
taiyou.tw,1,104.21.52.147,rotation-2026-02-13
taiyou.tw,1,172.67.200.138,rotation-2026-02-13
target.microsoft.com,1,63.140.48.110,rotation-2026-02-25
target.microsoft.com,1,63.140.48.217,rotation-2026-02-25
target.microsoft.com,1,63.140.48.235,rotation-2026-02-25
target.microsoft.com,5,microsoftmscompoc.tt.omtrdc.net,rotation-2026-02-25
tas02.sls.update.microsoft.com,,20.165.94.63,rotation-0
tas02.sls.update.microsoft.com,,74.179.77.204,rotation-0; rotation-1
tas02.sls.update.microsoft.com,,glb.sls.prod.dcat.dsp.trafficmanager.net,rotation-0
tas02.sls.update.microsoft.com,,glb.tas02.sls-prod.dcat.dsp.mp.microsoft.com,rotation-0
tas02.sls.update.microsoft.com,1,135.233.95.144,rotation-2026-02-25
tas02.sls.update.microsoft.com,1,20.165.94.63,rotation-1
tas02.sls.update.microsoft.com,1,74.178.240.61,rotation-2026-02-25
tas02.sls.update.microsoft.com,1,74.179.77.204,rotation-2026-02-13
tas02.sls.update.microsoft.com,5,glb.sls.prod.dcat.dsp.trafficmanager.net,rotation-1; rotation-2026-02-13; rotation-2026-02-25
tas02.sls.update.microsoft.com,5,glb.tas02.sls-prod.dcat.dsp.mp.microsoft.com,rotation-1; rotation-2026-02-13; rotation-2026-02-25
taskassist-pa.clients6.google.com,1,142.250.196.202,rotation-1; rotation-2026-02-22-chrome
taskassist-pa.clients6.google.com,1,142.250.204.42,rotation-1
taskassist-pa.clients6.google.com,1,142.250.77.10,rotation-2026-02-13
taskassist-pa.clients6.google.com,1,142.251.10.95,rotation-2026-02-13
th.bing.com,,203.69.138.104,rotation-0; rotation-1
th.bing.com,,203.69.138.114,rotation-0; rotation-1
th.bing.com,,203.69.138.2,rotation-0; rotation-1
th.bing.com,,203.69.138.3,rotation-0; rotation-1
th.bing.com,,203.69.138.61,rotation-0; rotation-1
th.bing.com,,203.69.138.89,rotation-0; rotation-1
th.bing.com,,203.69.138.96,rotation-0; rotation-1
th.bing.com,,203.69.138.97,rotation-0; rotation-1
th.bing.com,,203.69.138.99,rotation-0; rotation-1
th.bing.com,,210.71.227.200,rotation-0; rotation-1
th.bing.com,,210.71.227.201,rotation-0; rotation-1
th.bing.com,,210.71.227.209,rotation-0; rotation-1
th.bing.com,,210.71.227.216,rotation-0; rotation-1
th.bing.com,,e86303.dscx.akamaiedge.net,rotation-0; rotation-1
th.bing.com,,p-th.bing.com.trafficmanager.net,rotation-0; rotation-1
th.bing.com,,th.bing.com.edgekey.net,rotation-0; rotation-1
th.bing.com,1,210.71.227.200,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.201,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.202,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.203,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.208,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.209,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.211,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.216,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.217,rotation-2026-02-22-chrome
th.bing.com,1,210.71.227.218,rotation-2026-02-22-chrome
th.bing.com,5,e86303.dscx.akamaiedge.net,rotation-2026-02-22-chrome
th.bing.com,5,p-th.bing.com.trafficmanager.net,rotation-2026-02-22-chrome
th.bing.com,5,th.bing.com.edgekey.net,rotation-2026-02-22-chrome
thaka.bing.com,,203.69.138.114,rotation-0; rotation-1
thaka.bing.com,,203.69.138.136,rotation-0; rotation-1
thaka.bing.com,,203.69.138.46,rotation-0; rotation-1
thaka.bing.com,,203.69.138.51,rotation-0; rotation-1
thaka.bing.com,,203.69.138.56,rotation-0; rotation-1
thaka.bing.com,,203.69.138.57,rotation-0; rotation-1
thaka.bing.com,,203.69.138.60,rotation-0; rotation-1
thaka.bing.com,,203.69.138.97,rotation-0; rotation-1
thaka.bing.com,,203.69.138.99,rotation-0; rotation-1
thaka.bing.com,,e86303.dscx.akamaiedge.net,rotation-0; rotation-1
thaka.bing.com,,thaka.bing.com.edgekey.net,rotation-0; rotation-1
thaka.bing.com,1,203.69.138.136,rotation-2026-02-22-chrome
thaka.bing.com,1,203.69.138.89,rotation-2026-02-22-chrome
thaka.bing.com,1,203.69.138.99,rotation-2026-02-22-chrome
thaka.bing.com,1,210.71.227.201,rotation-2026-02-22-chrome
thaka.bing.com,1,210.71.227.203,rotation-2026-02-22-chrome
thaka.bing.com,1,210.71.227.208,rotation-2026-02-22-chrome
thaka.bing.com,1,210.71.227.209,rotation-2026-02-22-chrome
thaka.bing.com,1,210.71.227.211,rotation-2026-02-22-chrome
thaka.bing.com,1,210.71.227.216,rotation-2026-02-22-chrome
thaka.bing.com,1,210.71.227.217,rotation-2026-02-22-chrome
thaka.bing.com,1,210.71.227.218,rotation-2026-02-22-chrome
thaka.bing.com,5,e86303.dscx.akamaiedge.net,rotation-2026-02-22-chrome
thaka.bing.com,5,thaka.bing.com.edgekey.net,rotation-2026-02-22-chrome
time.windows.com,1,20.189.79.72,rotation-2026-02-22-chrome; rotation-2026-03-08-claude
time.windows.com,5,twc.trafficmanager.net,rotation-2026-02-22-chrome; rotation-2026-03-08-claude
to.getnitropack.com,1,104.18.39.246,rotation-2026-02-13
to.getnitropack.com,1,172.64.148.10,rotation-2026-02-13
tr.line.me,1,147.92.191.92,rotation-2026-02-25
tr.outbrain.com,1,172.179.183.99,rotation-2026-02-25
tr.outbrain.com,5,alldcs.outbrain.org,rotation-2026-02-25
tr.outbrain.com,5,wndc1.outbrain.org,rotation-2026-02-25
trace.popin.cc,,35.213.89.133,rotation-0; rotation-1
translate-pa.googleapis.com,1,142.250.196.202,rotation-2026-02-25
translate-pa.googleapis.com,1,142.250.198.74,rotation-2026-02-25
translate-pa.googleapis.com,1,142.250.204.42,rotation-2026-02-25
translate-pa.googleapis.com,1,142.250.66.74,rotation-2026-02-25
translate-pa.googleapis.com,1,142.250.77.10,rotation-2026-02-25
translate.google.com,1,142.250.198.78,rotation-2026-02-25
translate.googleapis.com,1,142.250.198.74,rotation-2026-02-25
translate.googleapis.com,1,142.250.204.42,rotation-2026-02-25
translate.googleapis.com,1,142.250.66.74,rotation-2026-02-22-chrome; rotation-2026-02-25
translate.googleapis.com,1,142.251.10.95,rotation-2026-02-13
tria.ge,1,104.18.40.144,rotation-2026-02-22-chrome
tria.ge,1,172.64.147.112,rotation-2026-02-22-chrome
ts2.tc.mm.bing.net,1,175.97.131.54,rotation-1
ts2.tc.mm.bing.net,5,ts2.tc.mm.bing.net.eo.dnse3.com,rotation-1
ts3.tc.mm.bing.net,1,175.97.131.54,rotation-2026-02-22-chrome
ts3.tc.mm.bing.net,5,ts3.tc.mm.bing.net.eo.dnse3.com,rotation-2026-02-22-chrome
ts4.tc.mm.bing.net,1,175.97.131.54,rotation-1
ts4.tc.mm.bing.net,5,ts4.tc.mm.bing.net.eo.dnse3.com,rotation-1
tunnel.googlezip.net,1,216.239.34.157,rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
turing-writingassistance.edge.microsoft.com,1,13.107.6.158,rotation-1; rotation-2026-02-13
turing-writingassistance.edge.microsoft.com,1,13.107.9.158,rotation-2026-02-22-chrome
turing-writingassistance.edge.microsoft.com,5,b-0005.b-dc-msedge.net,rotation-2026-02-22-chrome
turing-writingassistance.edge.microsoft.com,5,b-0005.b-msedge.net,rotation-1; rotation-2026-02-13
turing-writingassistance.edge.microsoft.com,5,turing-writingassistance.edge.microsoft.com.b-0005.b-msedge.net,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome
tw.search.yahoo.com,1,106.10.218.137,rotation-2026-02-25
tw.search.yahoo.com,5,ds-global3.l7.search.ystg1.b.yahoo.com,rotation-2026-02-25
twitter.com,1,162.159.140.229,rotation-2026-02-25
ucom.uuu.com.tw,1,122.146.41.69,rotation-2026-02-13
update.code.visualstudio.com,1,13.107.213.73,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-25
update.code.visualstudio.com,1,13.107.246.73,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-25
update.code.visualstudio.com,5,mr-z01.tm-azurefd.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-25
update.code.visualstudio.com,5,part-0045.t-0009.t-msedge.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-25
update.code.visualstudio.com,5,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-25
update.code.visualstudio.com,5,vscode-update-g6gcb6ggdthkctd9.z01.azurefd.net,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-25
update.googleapis.com,1,142.250.196.195,rotation-2026-02-25
update.googleapis.com,1,142.250.198.67,rotation-2026-02-22-chrome; rotation-2026-02-25
update.googleapis.com,1,142.250.66.67,rotation-2026-02-25
usage.trackjs.com,1,148.113.163.172,rotation-1
usage.trackjs.com,1,148.113.163.217,rotation-1
use.fontawesome.com,1,104.21.27.152,rotation-2026-02-13; rotation-2026-02-25
use.fontawesome.com,1,172.67.142.245,rotation-2026-02-13; rotation-2026-02-25
use.fontawesome.com,5,use.fontawesome.com.cdn.cloudflare.net,rotation-2026-02-13; rotation-2026-02-25
use.typekit.net,1,203.69.141.40,rotation-2026-02-25
use.typekit.net,1,203.69.141.74,rotation-2026-02-25
use.typekit.net,5,a1988.dscg1.akamai.net,rotation-2026-02-25
use.typekit.net,5,use-stls.adobe.com.edgesuite.net,rotation-2026-02-25
use1-turn.fpjs.io,1,3.108.138.5,rotation-2026-02-25
use1-turn.fpjs.io,1,35.154.39.229,rotation-2026-02-25
user-images.githubusercontent.com,1,185.199.108.133,rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
user-images.githubusercontent.com,1,185.199.109.133,rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
user-images.githubusercontent.com,1,185.199.110.133,rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
user-images.githubusercontent.com,1,185.199.111.133,rotation-2026-02-22-chrome; rotation-2026-02-25; rotation-2026-03-08-claude
uts-front.line-apps.com,1,147.92.146.114,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
uts-front.line-apps.com,1,147.92.191.21,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
uts-front.line-apps.com,1,147.92.242.232,rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
uts.104.com.tw,1,202.8.14.51,rotation-2026-02-25
v2.zopim.com,1,104.17.95.195,rotation-2026-02-13
v2.zopim.com,1,104.17.96.195,rotation-2026-02-13
v2.zopim.com,1,104.17.97.195,rotation-2026-02-13
v2.zopim.com,1,104.17.98.195,rotation-2026-02-13
v2.zopim.com,1,104.17.99.195,rotation-2026-02-13
vida-private.s3.us-east-1.amazonaws.com,1,16.15.176.227,rotation-2026-02-25
vida-private.s3.us-east-1.amazonaws.com,1,16.15.177.148,rotation-2026-02-25
vida-private.s3.us-east-1.amazonaws.com,1,16.15.207.121,rotation-2026-02-25
vida-private.s3.us-east-1.amazonaws.com,1,16.182.71.186,rotation-2026-02-25
vida-private.s3.us-east-1.amazonaws.com,1,52.216.212.106,rotation-2026-02-25
vida-private.s3.us-east-1.amazonaws.com,1,52.217.124.82,rotation-2026-02-25
vida-private.s3.us-east-1.amazonaws.com,1,52.217.202.194,rotation-2026-02-25
vida-private.s3.us-east-1.amazonaws.com,1,54.231.196.98,rotation-2026-02-25
vida-private.s3.us-east-1.amazonaws.com,5,s3-r-w.us-east-1.amazonaws.com,rotation-2026-02-25
video.twimg.com,1,199.232.112.158,rotation-2026-02-25
video.twimg.com,5,dualstack.video.twitter.map.fastly.net,rotation-2026-02-25
video.xx.fbcdn.net,1,31.13.87.15,rotation-2026-02-25
vortex.data.microsoft.com,1,20.44.10.123,rotation-2026-02-13
vortex.data.microsoft.com,5,asimov.vortex.data.trafficmanager.net,rotation-2026-02-13
vortex.data.microsoft.com,5,onedscolprdcus05.centralus.cloudapp.azure.com,rotation-2026-02-13
vscode.dev,1,13.107.213.73,rotation-2026-02-25
vscode.dev,1,13.107.246.73,rotation-2026-02-25
waa-pa.clients6.google.com,1,142.250.196.202,rotation-0; rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
waa-pa.clients6.google.com,1,142.250.198.74,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
waa-pa.clients6.google.com,1,142.250.204.42,rotation-1; rotation-2026-02-25
waa-pa.clients6.google.com,1,142.250.66.74,rotation-1
waa-pa.clients6.google.com,1,142.250.77.10,rotation-1; rotation-2026-02-13; rotation-2026-02-22-chrome; rotation-2026-02-25
waa-pa.clients6.google.com,1,142.251.12.95,rotation-2026-02-13
waa-pa.clients6.google.com,1,74.125.200.95,rotation-2026-02-13
waa-pa.clients6.google.com,1,74.125.24.95,rotation-2026-02-13
watson.events.data.microsoft.com,,172.178.240.161,rotation-0; rotation-1
watson.events.data.microsoft.com,,blobcollectorcommon.trafficmanager.net,rotation-0; rotation-1
watson.events.data.microsoft.com,,onedsblobvmssprdwus03.westus.cloudapp.azure.com,rotation-0; rotation-1
wcpstatic.microsoft.com,1,13.107.213.73,rotation-2026-02-25
wcpstatic.microsoft.com,1,13.107.246.73,rotation-2026-02-25
wcpstatic.microsoft.com,5,consentdeliveryfd.azurefd.net,rotation-2026-02-25
wcpstatic.microsoft.com,5,mr-azurefd.tm-azurefd.net,rotation-2026-02-25
wcpstatic.microsoft.com,5,part-0045.t-0009.t-msedge.net,rotation-2026-02-25
wcpstatic.microsoft.com,5,shed.dual-low.part-0045.t-0009.t-msedge.net,rotation-2026-02-25
web-market-349104.de.r.appspot.com,1,142.250.66.84,rotation-2026-02-25
webchannel-content.eservice.emarsys.net,1,34.111.52.132,rotation-2026-02-25; rotation-2026-03-08-claude
webchannel-content.eservice.emarsys.net,5,webchannel-content-glb.gservice.emarsys.net,rotation-2026-02-25; rotation-2026-03-08-claude
widget.intercom.io,1,3.169.36.126,rotation-2026-02-25
widget.intercom.io,1,3.169.36.21,rotation-2026-02-25
widget.intercom.io,1,3.169.36.57,rotation-2026-02-25
widget.intercom.io,1,3.169.36.95,rotation-2026-02-25
windows.msn.cn,,184.29.40.35,rotation-0; rotation-1
windows.msn.cn,,e19240.d.akamaiedge.net,rotation-0; rotation-1
windows.msn.cn,,win-msn-cn-world-atm-default.trafficmanager.net,rotation-0; rotation-1
windows.msn.cn,,windows.msn.cn.edgekey.net,rotation-0; rotation-1
windows.msn.cn,,windows.msn.cn.edgekey.net.globalredir.akadns88.net,rotation-0; rotation-1
word-edit.officeapps.live.com,1,52.108.8.12,rotation-1
word-edit.officeapps.live.com,1,52.108.9.12,rotation-1
word-edit.officeapps.live.com,5,wac-0003.wac-msedge.net,rotation-1
word-edit.officeapps.live.com,5,word-edit-geo.wac.trafficmanager.net,rotation-1
